id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
989,スナノケガワ,通常,パラドックスポケモン,通常,でんき,じめん,2.3,60,85,81,97,121,85,101,570,こだいかっせい,,,すなのけがわ,sunanokegawa
990,テツノワダチ,通常,パラドックスポケモン,通常,じめん,はがね,0.9,240,90,112,120,72,70,106,570,クォークチャージ,,,てつのわだち,tetsunowadachi
991,テツノツツミ,通常,パラドックスポケモン,通常,こおり,みず,0.6,11,56,80,114,124,60,136,570,クォークチャージ,,,てつのつつみ,tetsunotsutsumi
992,テツノカイナ,通常,パラドックスポケモン,通常,かくとう,でんき,1.8,380.7,154,140,108,50,68,50,570,クォークチャージ,,,てつのかいな,tetsunokaina
993,テツノコウベ,通常,パラドックスポケモン,通常,あく,ひこう,1.3,111,94,80,86,122,80,108,570,クォークチャージ,,,てつのこうべ,tetsunokoube
994,テツノドクガ,通常,パラドックスポケモン,通常,ほのお,どく,1.2,36,80,70,60,140,110,110,570,クォークチャージ,,,てつのどくが,tetsunodokuga
995,テツノイバラ,通常,パラドックスポケモン,通常,いわ,でんき,1.6,303,100,134,110,70,84,72,570,クォークチャージ,,,てつのいばら,tetsunoibara
996,セビエ,通常,こおりビレポケモン,通常,ドラゴン,こおり,0.5,17,65,75,45,35,45,55,320,ねつこうかん,,アイスボディ,せびえ,sebie
997,セゴール,通常,こおりビレポケモン,通常,ドラゴン,こおり,0.8,30,90,95,66,45,65,62,423,ねつこうかん,,アイスボディ,せごーる,segoru
998,セグレイブ,通常,ひょうりゅうポケモン,通常,ドラゴン,こおり,2.1,210,115,145,92,75,86,87,600,ねつこうかん,,アイスボディ,せぐれいぶ,segureibu
999,コレクレー,はこフォルム,たからばこポケモン,通常,ゴースト,,0.3,5,45,30,70,75,70,10,300,びびり,,,これくれー,korekure
1000,サーフゴー,通常,たからものポケモン,通常,はがね,ゴースト,1.2,30,87,60,95,133,91,84,550,おうごんのからだ,,,さーふごー,safugo
1001,チオンジェン,通常,さいやくポケモン,準伝説,あく,くさ,1.5,74.2,85,85,100,95,135,70,570,わざわいのおふだ,,,ちおんじぇん,chionjien
1002,パオジアン,通常,さいやくポケモン,準伝説,あく,こおり,1.9,152.2,80,120,80,90,65,135,570,わざわいのつるぎ,,,ぱおじあん,paojian
1003,ディンルー,通常,さいやくポケモン,準伝説,あく,じめん,2.7,699.7,155,110,125,55,80,45,570,わざわいのうつわ,,,でぃんるー,deinru
1004,イーユイ,通常,さいやくポケモン,準伝説,あく,ほのお,0.4,4.9,55,80,80,135,120,100,570,わざわいのたま,,,いーゆい,iyui
1005,トドロクツキ,通常,パラドックスポケモン,通常,ドラゴン,あく,2,380,105,139,71,55,101,119,590,こだいかっせい,,,とどろくつき,todorokutsuki
1006,テツノブジン,通常,パラドックスポケモン,通常,フェアリー,かくとう,1.4,35,74,130,90,120,60,116,590,クォークチャージ,,,てつのぶじん,tetsunobujin
1007,コライドン,かんぜんけいたい,パラドックスポケモン,伝説,かくとう,ドラゴン,2.5,303,100,135,115,85,100,135,670,ひひいろのこどう,,,こらいどん,koraidon
1008,ミライドン,コンプリートモード,パラドックスポケモン,伝説,でんき,ドラゴン,3.5,240,100,85,100,135,115,135,670,ハドロンエンジン,,,みらいどん,miraidon
1009,ウネルミナモ,通常,パラドックスポケモン,通常,みず,ドラゴン,3.5,280,99,83,91,125,83,109,590,こだいかっせい,,,うねるみなも,uneruminamo
1010,テツノイサハ,通常,パラドックスポケモン,通常,くさ,エスパー,1.5,125,90,130,88,70,108,104,590,クォークチャージ,,,てつのいさは,tetsunoisaha
1011,カミッチュ,通常,りんごあめポケモン,通常,くさ,ドラゴン,0.4,4.4,80,80,110,95,80,40,485,かんろなミツ,くいしんぼう,ねんちゃく,かみっちゅ,kamicchu
1012,チャデス,マガイモノのすがた,まっちゃポケモン,通常,くさ,ゴースト,0.1,1.1,40,45,45,74,54,50,308,おもてなし,,たいねつ,ちゃです,chadesu
1013,ヤバソチャ,ボンサクのすがた,まっちゃポケモン,通常,くさ,ゴースト,0.2,2.2,71,60,106,121,80,70,508,おもてなし,,たいねつ,やばそちゃ,yabasocha
1014,イイネイヌ,通常,けらいポケモン,準伝説,どく,かくとう,1.8,92.2,88,128,115,58,86,80,555,どくのくさり,,ばんけん,いいねいぬ,iineinu
1015,マシマシラ,通常,けらいポケモン,準伝説,どく,エスパー,1,12.2,88,75,66,130,90,106,555,どくのくさり,,おみとおし,ましましら,mashimashira
1016,キチキギス,通常,けらいポケモン,準伝説,どく,フェアリー,1.4,30.1,88,91,82,70,125,99,555,どくのくさり,,テクニシャン,きちきぎす,kichikigisu
1017,オーガポン,みどりのめん,おめんポケモン,準伝説,くさ,,1.2,39.8,80,120,84,60,96,110,550,まけんき,,,おーがぽん,ogapon
1018,ブリジュラス,通常,ごうきんポケモン,通常,はがね,ドラゴン,2,60,90,105,130,125,65,85,600,じきゅうりょく,がんじょう,すじがねいり,ぶりじゅらす,burijurasu
1019,カミツオロチ,通常,りんごオロチポケモン,通常,くさ,ドラゴン,1.8,93,106,80,110,120,80,44,540,かんろなミツ,さいせいりょく,ねんちゃく,かみつおろち,kamitsuorochi
1020,ウガツホムラ,通常,パラドックスポケモン,通常,ほのお,ドラゴン,3.5,590,105,115,121,65,93,91,590,こだいかっせい,,,うがつほむら,ugatsuhomura
1021,タケルライコ,通常,パラドックスポケモン,通常,でんき,ドラゴン,5.2,480,125,73,91,137,89,75,590,こだいかっせい,,,たけるらいこ,takeruraiko
1022,テツノイワオ,通常,パラドックスポケモン,通常,いわ,エスパー,1.5,162.5,90,120,80,68,108,124,590,クォークチャージ,,,てつのいわお,tetsunoiwao
1023,テツノカシラ,通常,パラドックスポケモン,通常,はがね,エスパー,1.6,156,90,72,100,122,108,98,590,クォークチャージ,,,てつのかしら,tetsunokashira
1024,テラパゴス,ノーマルフォルム,テラスタルポケモン,伝説,ノーマル,,0.2,6.5,90,65,85,65,85,60,450,テラスチェンジ,,,てらぱごす,terapagosu
1025,モモワロウ,通常,しはいポケモン,幻,どく,ゴースト,0.3,0.3,88,88,160,88,88,88,600,どくくぐつ,,,ももわろう,momowarou
10001,デオキシス,アタックフォルム,DNAポケモン,幻,エスパー,,1.7,60.8,50,180,20,180,20,150,600,プレッシャー,,,でおきしす,deokishisu
10002,デオキシス,ディフェンスフォルム,DNAポケモン,幻,エスパー,,1.7,60.8,50,70,160,70,160,90,600,プレッシャー,,,でおきしす,deokishisu
10003,デオキシス,スピードフォルム,DNAポケモン,幻,エスパー,,1.7,60.8,50,95,90,95,90,180,600,プレッシャー,,,でおきしす,deokishisu
10004,ミノマダム,すなちのミノ,みのむしポケモン,通常,むし,じめん,0.5,6.5,60,79,105,59,85,36,424,きけんよち,,ぼうじん,みのまだむ,minomadamu
10005,ミノマダム,ゴミのミノ,みのむしポケモン,通常,むし,はがね,0.5,6.5,60,69,95,69,95,36,424,きけんよち,,ぼうじん,みのまだむ,minomadamu
10006,シェイミ,スカイフォルム,かんしゃポケモン,幻,くさ,ひこう,0.4,5.2,100,103,75,120,75,127,600,てんのめぐみ,,,しぇいみ,sheimi
10007,ギラティナ,オリジンフォルム,はんこつポケモン,伝説,ゴースト,ドラゴン,6.9,650,150,120,100,120,100,90,680,ふゆう,,,ぎらてぃな,girateina
10008,ロトム,ヒートロトム,プラズマポケモン,通常,でんき,ほのお,0.3,0.3,50,65,107,105,107,86,520,ふゆう,,,ろとむ,rotomu
10009,ロトム,ウォッシュロトム,プラズマポケモン,通常,でんき,みず,0.3,0.3,50,65,107,105,107,86,520,ふゆう,,,ろとむ,rotomu
10010,ロトム,フロストロトム,プラズマポケモン,通常,でんき,こおり,0.3,0.3,50,65,107,105,107,86,520,ふゆう,,,ろとむ,rotomu
10011,ロトム,スピンロトム,プラズマポケモン,通常,でんき,ひこう,0.3,0.3,50,65,107,105,107,86,520,ふゆう,,,ろとむ,rotomu
10012,ロトム,カットロトム,プラズマポケモン,通常,でんき,くさ,0.3,0.3,50,65,107,105,107,86,520,ふゆう,,,ろとむ,rotomu
10013,ポワルン,たいようのすがた,てんきポケモン,通常,ほのお,,0.3,0.8,70,70,70,70,70,70,420,てんきや,,,ぽわるん,powarun
10014,ポワルン,あまみずのすがた,てんきポケモン,通常,みず,,0.3,0.8,70,70,70,70,70,70,420,てんきや,,,ぽわるん,powarun
10015,ポワルン,ゆきぐものすがた,てんきポケモン,通常,こおり,,0.3,0.8,70,70,70,70,70,70,420,てんきや,,,ぽわるん,powarun
10016,バスラオ,あおすじのすがた,らんぼうポケモン,通常,みず,,1,18,70,92,65,80,55,98,460,いしあたま,てきおうりょく,かたやぶり,ばすらお,basurao
10017,ヒヒダルマ,ダルマモード,えんじょうポケモン,通常,ほのお,エスパー,1.3,92.9,105,30,105,140,105,55,540,ちからずく,,ダルマモード,ひひだるま,hihidaruma
10018,メロエッタ,ステップフォルム,せんりつポケモン,幻,ノーマル,かくとう,0.6,6.5,100,128,90,77,77,128,600,てんのめぐみ,,,めろえった,meroetta
10019,トルネロス,れいじゅうフォルム,せんぷうポケモン,準伝説,ひこう,,1.4,63,79,100,80,110,90,121,580,さいせいりょく,,,とるねろす,torunerosu
10020,ボルトロス,れいじゅうフォルム,らいげきポケモン,準伝説,でんき,ひこう,3,61,79,105,70,145,80,101,580,ちくでん,,,ぼるとろす,borutorosu
10021,ランドロス,れいじゅうフォルム,ほうじょうポケモン,準伝説,じめん,ひこう,1.3,68,89,145,90,105,80,91,600,いかく,,,らんどろす,randorosu
10022,キュレム,ブラックキュレム,きょうかいポケモン,伝説,ドラゴン,こおり,3.3,325,125,170,100,120,90,95,700,テラボルテージ,,,きゅれむ,kyuremu
10023,キュレム,ホワイトキュレム,きょうかいポケモン,伝説,ドラゴン,こおり,3.6,325,125,120,90,170,100,95,700,ターボブレイズ,,,きゅれむ,kyuremu
10024,ケルディオ,かくごのすがた,わかごまポケモン,幻,みず,かくとう,1.4,48.5,91,72,90,129,90,108,580,せいぎのこころ,,,けるでぃお,kerudeio
10025,ニャオニクス,メスのすがた,よくせいポケモン,通常,エスパー,,0.6,8.5,74,48,76,83,81,104,466,するどいめ,すりぬけ,かちき,にゃおにくす,nyaonikusu
10026,ギルガルド,ブレードフォルム,おうけんポケモン,通常,はがね,ゴースト,1.7,53,60,140,50,140,50,60,500,バトルスイッチ,,,ぎるがるど,girugarudo
10027,バケッチャ,ちいさいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.3,3.5,44,66,70,44,55,56,335,ものひろい,おみとおし,ふみん,ばけっちゃ,bakeccha
10028,バケッチャ,おおきいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.5,7.5,54,66,70,44,55,46,335,ものひろい,おみとおし,ふみん,ばけっちゃ,bakeccha
10029,バケッチャ,とくだいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.8,15,59,66,70,44,55,41,335,ものひろい,おみとおし,ふみん,ばけっちゃ,bakeccha
10030,パンプジン,ちいさいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,0.7,9.5,55,85,122,58,75,99,494,ものひろい,おみとおし,ふみん,ぱんぷじん,panpujin
10031,パンプジン,おおきいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,1.1,14,75,95,122,58,75,69,494,ものひろい,おみとおし,ふみん,ぱんぷじん,panpujin
10032,パンプジン,とくだいサイズ,かぼちゃポケモン,通常,ゴースト,くさ,1.7,39,85,100,122,58,75,54,494,ものひろい,おみとおし,ふみん,ぱんぷじん,panpujin
10033,フシギバナ,メガフシギバナ,たねポケモン,通常,くさ,どく,2.4,155.5,80,100,123,122,120,80,625,あついしぼう,,,ふしぎばな,fushigibana
10034,リザードン,メガリザードンＸ,かえんポケモン,通常,ほのお,ドラゴン,1.7,110.5,78,130,111,130,85,100,634,かたいツメ,,,りざーどん,rizadon
10035,リザードン,メガリザードンＹ,かえんポケモン,通常,ほのお,ひこう,1.7,100.5,78,104,78,159,115,100,634,ひでり,,,りざーどん,rizadon
10036,カメックス,メガカメックス,こうらポケモン,通常,みず,,1.6,101.1,79,103,120,135,115,78,630,メガランチャー,,,かめっくす,kamekkusu
10037,フーディン,メガフーディン,ねんりきポケモン,通常,エスパー,,1.2,48,55,50,65,175,105,150,600,トレース,,,ふーでぃん,fudein
10038,ゲンガー,メガゲンガー,シャドーポケモン,通常,ゴースト,どく,1.4,40.5,60,65,80,170,95,130,600,かげふみ,,,げんがー,genga
10039,ガルーラ,メガガルーラ,おやこポケモン,通常,ノーマル,,2.2,100,105,125,100,60,100,100,590,おやこあい,,,がるーら,garura
10040,カイロス,メガカイロス,くわがたポケモン,通常,むし,ひこう,1.7,59,65,155,120,65,90,105,600,スカイスキン,,,かいろす,kairosu
10041,ギャラドス,メガギャラドス,きょうあくポケモン,通常,みず,あく,6.5,305,95,155,109,70,130,81,640,かたやぶり,,,ぎゃらどす,gyaradosu
10042,プテラ,メガプテラ,かせきポケモン,通常,いわ,ひこう,2.1,79,80,135,85,70,95,150,615,かたいツメ,,,ぷてら,putera
10043,ミュウツー,メガミュウツーＸ,いでんしポケモン,伝説,エスパー,かくとう,2.3,127,106,190,100,154,100,130,780,ふくつのこころ,,,みゅうつー,myutsu
10044,ミュウツー,メガミュウツーＹ,いでんしポケモン,伝説,エスパー,,1.5,33,106,150,70,194,120,140,780,ふみん,,,みゅうつー,myutsu
10045,デンリュウ,メガデンリュウ,ライトポケモン,通常,でんき,ドラゴン,1.4,61.5,90,95,105,165,110,45,610,かたやぶり,,,でんりゅう,denryu
10046,ハッサム,メガハッサム,はさみポケモン,通常,むし,はがね,2,125,70,150,140,65,100,75,600,テクニシャン,,,はっさむ,hassamu
10047,ヘラクロス,メガヘラクロス,1ぽんヅノポケモン,通常,むし,かくとう,1.7,62.5,80,185,115,40,105,75,600,スキルリンク,,,へらくろす,herakurosu
10048,ヘルガー,メガヘルガー,ダークポケモン,通常,あく,ほのお,1.9,49.5,75,90,90,140,90,115,600,サンパワー,,,へるがー,heruga
10049,バンギラス,メガバンギラス,よろいポケモン,通常,いわ,あく,2.5,255,100,164,150,95,120,71,700,すなおこし,,,ばんぎらす,bangirasu
10050,バシャーモ,メガバシャーモ,もうかポケモン,通常,ほのお,かくとう,1.9,52,80,160,80,130,80,100,630,かそく,,,ばしゃーも,bashaーmo
10051,サーナイト,メガサーナイト,ほうようポケモン,通常,エスパー,フェアリー,1.6,48.4,68,85,65,165,135,100,618,フェアリースキン,,,さーないと,sanaito
10052,クチート,メガクチート,あざむきポケモン,通常,はがね,フェアリー,1,23.5,50,105,125,55,95,50,480,ちからもち,,,くちーと,kuchito
10053,ボスゴドラ,メガボスゴドラ,てつヨロイポケモン,通常,はがね,,2.2,395,70,140,230,60,80,50,630,フィルター,,,ぼすごどら,bosugodora
10054,チャーレム,メガチャーレム,めいそうポケモン,通常,かくとう,エスパー,1.3,31.5,60,100,85,80,85,100,510,ヨガパワー,,,ちゃーれむ,chaーremu
10055,ライボルト,メガライボルト,ほうでんポケモン,通常,でんき,,1.8,44,70,75,80,135,80,135,575,いかく,,,らいぼると,raiboruto
10056,ジュペッタ,メガジュペッタ,ぬいぐるみポケモン,通常,ゴースト,,1.2,13,64,165,75,93,83,75,555,いたずらごころ,,,じゅぺった,jupetta
10057,アブソル,メガアブソル,わざわいポケモン,通常,あく,,1.2,49,65,150,60,115,60,115,565,マジックミラー,,,あぶそる,abusoru
10058,ガブリアス,メガガブリアス,マッハポケモン,通常,ドラゴン,じめん,1.9,95,108,170,115,120,95,92,700,すなのちから,,,がぶりあす,gaburiasu
10059,ルカリオ,メガルカリオ,はどうポケモン,通常,かくとう,はがね,1.3,57.5,70,145,88,140,70,112,625,てきおうりょく,,,るかりお,rukario
10060,ユキノオー,メガユキノオー,じゅひょうポケモン,通常,くさ,こおり,2.7,185,90,132,105,132,105,30,594,ゆきふらし,,,ゆきのおー,yukinoo
10061,フラエッテ,えいえんのはな,いちりんポケモン,通常,フェアリー,,0.2,0.9,74,65,67,125,128,92,551,フラワーベール,,きょうせい,ふらえって,furaette
10062,ラティアス,メガラティアス,むげんポケモン,準伝説,ドラゴン,エスパー,1.8,52,80,100,120,140,150,110,700,ふゆう,,,らてぃあす,rateiasu
10063,ラティオス,メガラティオス,むげんポケモン,準伝説,ドラゴン,エスパー,2.3,70,80,130,100,160,120,110,700,ふゆう,,,らてぃおす,rateiosu
10064,ラグラージ,メガラグラージ,ぬまうおポケモン,通常,みず,じめん,1.9,102,100,150,110,95,110,70,635,すいすい,,,らぐらーじ,raguraji
10065,ジュカイン,メガジュカイン,みつりんポケモン,通常,くさ,ドラゴン,1.9,55.2,70,110,75,145,85,145,630,ひらいしん,,,じゅかいん,jukain
10066,ヤミラミ,メガヤミラミ,くらやみポケモン,通常,あく,ゴースト,0.5,161,50,85,125,85,115,20,480,マジックミラー,,,やみらみ,yamirami
10067,チルタリス,メガチルタリス,ハミングポケモン,通常,ドラゴン,フェアリー,1.5,20.6,75,110,110,110,105,80,590,フェアリースキン,,,ちるたりす,chirutarisu
10068,エルレイド,メガエルレイド,やいばポケモン,通常,エスパー,かくとう,1.6,56.4,68,165,95,65,115,110,618,せいしんりょく,,,えるれいど,erureido
10069,タブンネ,メガタブンネ,ヒヤリングポケモン,通常,ノーマル,フェアリー,1.5,32,103,60,126,80,126,50,545,いやしのこころ,,,たぶんね,tabunne
10070,サメハダー,メガサメハダー,きょうぼうポケモン,通常,みず,あく,2.5,130.3,70,140,70,110,65,105,560,がんじょうあご,,,さめはだー,samehada
10071,ヤドラン,メガヤドラン,やどかりポケモン,通常,みず,エスパー,2,120,95,75,180,130,80,30,590,シェルアーマー,,,やどらん,yadoran
10072,ハガネール,メガハガネール,てつへびポケモン,通常,はがね,じめん,10.5,740,75,125,230,55,95,30,610,すなのちから,,,はがねーる,haganeru
10073,ピジョット,メガピジョット,とりポケモン,通常,ノーマル,ひこう,2.2,50.5,83,80,80,135,80,121,579,ノーガード,,,ぴじょっと,pijotto
10074,オニゴーリ,メガオニゴーリ,がんめんポケモン,通常,こおり,,2.1,350.2,80,120,80,120,80,100,580,フリーズスキン,,,おにごーり,onigori
10075,ディアンシー,メガディアンシー,ほうせきポケモン,幻,いわ,フェアリー,1.1,27.8,50,160,110,160,110,110,700,マジックミラー,,,でぃあんしー,deianshi
10076,メタグロス,メガメタグロス,てつあしポケモン,通常,はがね,エスパー,2.5,942.9,80,145,150,105,110,110,700,かたいツメ,,,めたぐろす,metagurosu
10077,カイオーガ,ゲンシカイキのすがた,かいていポケモン,伝説,みず,,9.8,430,100,150,90,180,160,90,770,はじまりのうみ,,,かいおーが,kaioga
10078,グラードン,ゲンシカイキのすがた,たいりくポケモン,伝説,じめん,ほのお,5,999.7,100,180,160,150,90,90,770,おわりのだいち,,,ぐらーどん,guradon
10079,レックウザ,メガレックウザ,てんくうポケモン,伝説,ドラゴン,ひこう,10.8,392,105,180,100,180,100,115,780,デルタストリーム,,,れっくうざ,rekkuza
10080,ピカチュウ,ハードロック・ピカチュウ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10081,ピカチュウ,マダム・ピカチュウ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10082,ピカチュウ,アイドル・ピカチュウ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10083,ピカチュウ,ドクター・ピカチュウ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10084,ピカチュウ,マスクド・ピカチュウ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10086,フーパ,ときはなたれしフーパ,まじんポケモン,幻,エスパー,あく,6.5,490,80,160,60,170,130,80,680,マジシャン,,,ふーぱ,fupa
10087,バクーダ,メガバクーダ,ふんかポケモン,通常,ほのお,じめん,2.5,320.5,70,120,100,145,105,20,560,ちからずく,,,ばくーだ,bakuda
10088,ミミロップ,メガミミロップ,うさぎポケモン,通常,ノーマル,かくとう,1.3,28.3,65,136,94,54,96,135,580,きもったま,,,みみろっぷ,mimiroppu
10089,ボーマンダ,メガボーマンダ,ドラゴンポケモン,通常,ドラゴン,ひこう,1.8,112.6,95,145,130,120,90,120,700,スカイスキン,,,ぼーまんだ,bomanda
10090,スピアー,メガスピアー,どくばちポケモン,通常,むし,どく,1.4,40.5,65,150,40,15,80,145,495,てきおうりょく,,,すぴあー,supia
10091,コラッタ,アローラのすがた,ねずみポケモン,通常,あく,ノーマル,0.3,3.8,30,56,35,25,35,72,253,くいしんぼう,はりきり,あついしぼう,こらった,koratta
10092,ラッタ,アローラのすがた,ねずみポケモン,通常,あく,ノーマル,0.7,25.5,75,71,70,40,80,77,413,くいしんぼう,はりきり,あついしぼう,らった,ratta
10094,ピカチュウ,オリジナルキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10095,ピカチュウ,ホウエンキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10096,ピカチュウ,シンオウキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10097,ピカチュウ,イッシュキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10098,ピカチュウ,カロスキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10099,ピカチュウ,アローラキャップ,ねずみポケモン,通常,でんき,,0.4,6,35,55,40,50,50,90,320,せいでんき,,ひらいしん,ぴかちゅう,pikachu
10100,ライチュウ,アローラのすがた,ねずみポケモン,通常,でんき,エスパー,0.7,21,60,85,50,95,85,110,485,サーフテール,,,らいちゅう,raichu
10101,サンド,アローラのすがた,ねずみポケモン,通常,こおり,はがね,0.7,40,50,75,90,10,35,40,300,ゆきがくれ,,ゆきかき,さんど,sando
10102,サンドパン,アローラのすがた,ねずみポケモン,通常,こおり,はがね,1.2,55,75,100,120,25,65,65,450,ゆきがくれ,,ゆきかき,さんどぱん,sandopan
10103,ロコン,アローラのすがた,きつねポケモン,通常,こおり,,0.6,9.9,38,41,40,50,65,65,299,ゆきがくれ,,ゆきふらし,ろこん,rokon
10104,キュウコン,アローラのすがた,きつねポケモン,通常,こおり,フェアリー,1.1,19.9,73,67,75,81,100,109,505,ゆきがくれ,,ゆきふらし,きゅうこん,kyukon
10105,ディグダ,アローラのすがた,もぐらポケモン,通常,じめん,はがね,0.2,1,10,55,30,35,45,90,265,すながくれ,カーリーヘアー,すなのちから,でぃぐだ,deiguda
10106,ダグトリオ,アローラのすがた,もぐらポケモン,通常,じめん,はがね,0.7,66.6,35,100,60,50,70,110,425,すながくれ,カーリーヘアー,すなのちから,だぐとりお,dagutorio
10107,ニャース,アローラのすがた,ばけねこポケモン,通常,あく,,0.4,4.2,40,35,35,50,40,90,290,ものひろい,テクニシャン,びびり,にゃーす,nyaーsu
10108,ペルシアン,アローラのすがた,シャムネコポケモン,通常,あく,,1.1,33,65,60,60,75,65,115,440,ファーコート,テクニシャン,びびり,ぺるしあん,perushian
10109,イシツブテ,アローラのすがた,がんせきポケモン,通常,いわ,でんき,0.4,20.3,40,80,100,30,30,20,300,じりょく,がんじょう,エレキスキン,いしつぶて,ishitsubute
10110,ゴローン,アローラのすがた,がんせきポケモン,通常,いわ,でんき,1,110,55,95,115,45,45,35,390,じりょく,がんじょう,エレキスキン,ごろーん,goron
10111,ゴローニャ,アローラのすがた,メガトンポケモン,通常,いわ,でんき,1.7,316,80,120,130,55,65,45,495,じりょく,がんじょう,エレキスキン,ごろーにゃ,goronya
10112,ベトベター,アローラのすがた,ヘドロポケモン,通常,どく,あく,0.7,42,80,80,50,40,50,25,325,どくしゅ,くいしんぼう,かがくのちから,べとべたー,betobeta
10113,ベトベトン,アローラのすがた,ヘドロポケモン,通常,どく,あく,1,52,105,105,75,65,100,50,500,どくしゅ,くいしんぼう,かがくのちから,べとべとん,betobeton
10114,ナッシー,アローラのすがた,やしのみポケモン,通常,くさ,ドラゴン,10.9,415.6,95,105,85,125,75,45,530,おみとおし,,しゅうかく,なっしー,nasshi
10115,ガラガラ,アローラのすがた,ほねずきポケモン,通常,ほのお,ゴースト,1,34,60,80,110,50,80,45,425,のろわれボディ,ひらいしん,いしあたま,がらがら,garagara
10116,ゲッコウガ,きずなへんげ(サトシゲッコウガ),しのびポケモン,通常,みず,あく,1.5,40,72,145,67,153,71,132,640,きずなへんげ,,,げっこうが,gekkouga
10118,ジガルデ,１０％フォルム,ちつじょポケモン,伝説,ドラゴン,じめん,1.2,33.5,54,100,71,61,85,115,486,オーラブレイク,スワームチェンジ,,じがるで,jigarude
10120,ジガルデ,パーフェクトフォルム,ちつじょポケモン,伝説,ドラゴン,じめん,4.5,610,216,100,121,91,95,85,708,スワームチェンジ,,,じがるで,jigarude
10123,オドリドリ,ぱちぱちスタイル,ダンスポケモン,通常,でんき,ひこう,0.6,3.4,75,70,70,98,70,93,476,おどりこ,,,おどりどり,odoridori
10124,オドリドリ,ふらふらスタイル,ダンスポケモン,通常,エスパー,ひこう,0.6,3.4,75,70,70,98,70,93,476,おどりこ,,,おどりどり,odoridori
10125,オドリドリ,まいまいスタイル,ダンスポケモン,通常,ゴースト,ひこう,0.6,3.4,75,70,70,98,70,93,476,おどりこ,,,おどりどり,odoridori
10126,ルガルガン,まよなかのすがた,オオカミポケモン,通常,いわ,,1.1,25,85,115,75,55,75,82,487,するどいめ,やるき,ノーガード,るがるがん,rugarugan
10127,ヨワシ,むれたすがた,こざかなポケモン,通常,みず,,8.2,78.6,45,140,130,140,135,30,620,ぎょぐん,,,よわし,yowashi
10136,メテノ,あかいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10137,メテノ,だいだいいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10138,メテノ,きいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10139,メテノ,みどりいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10140,メテノ,みずいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10141,メテノ,あおいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10142,メテノ,むらさきいろのコア,ながれぼしポケモン,通常,いわ,ひこう,0.3,0.3,60,100,60,100,60,120,500,リミットシールド,,,めての,meteno
10143,ミミッキュ,ばれたすがた,ばけのかわポケモン,通常,ゴースト,フェアリー,0.2,0.7,55,90,80,50,105,96,476,ばけのかわ,,,みみっきゅ,mimikkyu
10147,マギアナ,５００ねんまえのいろ,じんぞうポケモン,幻,はがね,フェアリー,1,80.5,80,95,115,130,115,65,600,ソウルハート,,,まぎあな,magiana
